"",ticker,名称,注册地,成立日期,行业,员工人数,公司介绍,港股通,市值(港元),股息率TTM(%),PE,PB
2405,08163,声扬集团有限公司,Cayman Islands 开曼群岛（英属）,2001-10-10,其他金融,14.0,"声扬集团有限公司是一家主要从事贸易业务的投资控股公司。其附属公司从事林木业务、种植业务及贸易业务,包括与香港客户进行不同品牌奶粉贸易,以及资讯科技业务;并已开拓至金融服务业务。",False,3.145869e+07,NaN,-3.211709,-0.612669
2406,08168,宝积资本控股有限公司,Cayman Islands 开曼群岛（英属）,2017-02-14,其他金融,20.0,"宝积资本控股有限公司主要从事向香港公司提供机构融资顾问服务。於往绩记录期间,本集团的服务包括:(i)於通常涉及遵守上市规则、创业板上市规则及╱或收购守则的交易中担任香港上市公司及投资者的财务顾问,以寻求控制或投资香港上市公司;及(ii)担任香港上市公司独立董事委员会及╱或独立股东的独立财务顾问。",False,1.766054e+08,NaN,-27.249715,7.801626
2407,08169,环康集团有限公司,Cayman Islands 开曼群岛（英属）,2000-12-06,工业工程,77.0,"环康集团有限公司致力研究及开发多项实用而经济之环保相关产品及服务,改善日益严重的环境污染问题。环康的目标是成为在香港及其他海外市场的主要环保产品和服务供应商,其产品针对各种污染,包括空气、声音、油质、水质和废弃物。除了拥有专业的研发队伍外,更与香港理工大学,香港、日本及欧洲学术研究单位合作,共同为环境保护而努力,推出低成本高科技的环保产品。已推出市场的产品包括环康保、白金净气王、离子空气净化机、离子净水器、吸入式过滤器及回线过滤器(乃该集团已开发或开发中三种液压过滤器中之两种),现正研究及开发的产品则有塑料还原及该集团另一种液压过滤器压力线过滤器。环康于二零零一年七月荣获香港生产力促进和香港总商会所颁发的「新创办中小企业银奖」,表扬其为香港杰出的新中小型企业。",False,2.533206e+07,NaN,-8.832657,0.243437
2408,08172,拉近网娱集团有限公司,Bermuda 百慕大,2001-06-11,媒体及娱乐,54.0,"拉近网娱集团有限公司主要业务为投资控股,而本集团之主要业务为提供艺人管理服务及电影、电视节目及网络内容投资。",False,7.997349e+07,NaN,-2.709680,0.858269
2409,08173,客思控股有限公司,Cayman Islands 开曼群岛（英属）,2001-10-17,建筑,25.0,"客思控股有限公司主要从事室内设计及执行服务的投资控股公司。公司主要为私人住宅、公司办公室、服务式公寓、酒店、住宅会所、示范单位以及售楼处提供室内设计服务。同时,公司还提供制图服务及家具或艺术品采购的处理服务。公司在中国香港、中国、日本、中国澳门以及菲律宾市场均有业务运营。",False,2.541089e+07,NaN,-4.706592,1.002521
2410,08176,超人智能控股有限公司,Bermuda 百慕大,2001-08-30,工业工程,11.0,"超人智能控股有限公司主要从事销售美容产品及提供疗程服务,以及提供工程产品与相关服务。在销售美容产品方面,本集团提供多种美容产品及一系列医学皮肤护理产品。在提供疗程服务方面,本集团於铜锣湾金朝阳中心经营医学皮肤护理中心。在工程产品方面,本集团主要提供机器人产品。在提供工程相关服务方面,本集团提供机器人及自动化系统设备安装、支援及维修服务。",False,5.509356e+07,NaN,-7.296193,-0.712309
2411,08178,中国信息科技发展有限公司,Cayman Islands 开曼群岛（英属）,2001-05-24,软件服务,70.0,"中国信息科技发展有限公司于香港上市(“中国信息科技”,股份代号:8178),全资拥有两间分公司,分别是DataCube及MacroSystems。集团主要业务是为中国及香港的不同行业的企业供提供人工智能综合营销解决方案、大数据分析服务、系统集成供应商以及数据储存服务。",False,2.845545e+07,NaN,-0.332528,0.141584
2412,08179,百利达集团控股有限公司,Cayman Islands 开曼群岛（英属）,2011-02-10,食物饮品,15.0,"百利达集团控股有限公司於2011年在香港联合交易所有限公司创业板上市,最近更名为百利达集团控股有限公司,以更好地代表其多元化业务。本集团的主要业务为(i)葡萄酒贸易;(ii)食品的生产,销售和分销;(iii)证券投资;(iv)放债业务。本集团的葡萄酒贸易业务旨在利用香港葡萄酒业的稳定增长。葡萄酒贸易业务是发展公司自己的分销和批发渠道的良机,这有助於使集团业务多元化。集团的主要品牌百利达葡萄酒主要来自澳大利亚各种著名的葡萄园和酒庄,以优质红酒作为主要产品。集团的另一主要收入来源是生产、销售及分销食品,如烧腊及台式卤味等食品到香港的本地大型连锁超市,该业务自2006年开始营业。",False,2.480138e+07,NaN,-0.813533,0.056422
2413,08181,港深智能管理集团(控股)有限公司,Cayman Islands 开曼群岛（英属）,2012-08-15,地产,1391.0,"港深智能管理集团(控股)有限公司(‘公司’)(香港联交所:8181)前称时时服务有限公司,自2013年起于香港联交所上市。公司于2025年3月完成品牌重塑。作为一家投资控股公司,公司透过旗下附属公司营运,专门提供全港物业管理服务。\n公司的主要营运附属公司港深智能管理服务有限公司(‘港深智能管理’)(前称港深联合物业管理有限公司)于1984年以家族企业形式开展业务。透过以客为本的方针及追求卓越的承诺,港深智能管理多年来取得显着增长。其已获认可为房屋委员会的合资格楼宇管理承办商,并根据《建筑物管理条例》成为其中一名建筑物管理代理人。随着物业管理市场不断扩大,港深智能管理逐步发展其专业服务,成为业界的领导者。公司总部占地30,000平方尺,配备完善的电脑支援系统,聘用超过1,000名不同范畴的员工,其中包括合资格专业人士。\n香港的物业管理不仅需要日常运作的专业知识,亦需要精通相关的法律架构,以确保提供高效及合规的服务。公司的专业团队包括专业的物业管理人员、合资格维修人员、会计专业人士及持牌保安人员。此团队致力于保障客户(包括业主立案法团及个别物业业主)的利益,提供优质的物业管理服务,提升物业功能及市场价值。\n展望未来,公司致力于投放资源以发展其智慧型监控系统,并扩大其人力及部门能力。此等努力旨在于不断成长的物业管理行业中把握机会。公司秉持强烈的责任感,致力于提供卓越的服务,力求维持在业界的良好声誉,为现有及潜在客户提供保证。",False,6.548123e+07,NaN,-1.208899,0.397569
2414,08186,曼妠有限公司,Bermuda 百慕大,2001-10-29,家庭电器及用品,15.0,曼妠有限公司(原名:同仁资源有限公司)是一家主要从事林业相关业务的香港投资控股公司。该公司主要通过四个业务分部进行运营。林业及农业业务分部从事销售木材及农产品业务以及伐木业务。金融服务业务分部从事证券经纪及买卖、资产管理及贷款融资业务。文化业务分部从事提供发展及升级中国文化相关网络应用程式服务。物流业务分部从事物流业务。,False,2.129344e+08,NaN,125.996661,9.096260
2415,08187,积木集团有限公司,Cayman Islands 开曼群岛（英属）,2015-02-06,纺织及服饰,22.0,积木集团有限公司(原名:永骏国际控股有限公司)主要从事鞋类的设计、开发、采购、营销和销售业务。该公司主要为其客户提供男士、女士和儿童的正装与休闲鞋。,False,6.219037e+07,NaN,-5.622491,5.089229
2416,08188,骏杰集团控股有限公司,Cayman Islands 开曼群岛（英属）,2016-01-18,建筑,814.0,"骏杰集团控股有限公司(‘本公司’)是一间香港上市公司。本公司股份于二零一七年二月二十二日成功以配售方式在GEM上市。本公司之间接全资附属公司,骏杰工程有限公司(‘骏杰香港’),是一间知名的土木工程分包商,仅在香港经营,其主要业务为提供地下建造服务,并主要服务公营基建项目的总承建商。公营界别项目指香港特别行政区政府、其法定机构或法定公司雇用总承建商进行的项目。骏杰香港亦参与若干私营界别项目,包括所有其他类型的项目。骏杰香港提供地下建造服务,主力为隧道建造服务(包括挖掘、喷射混凝土、模板设计与制造、隧道衬砌服务、竖井、前期工程及结构工程)及公用设施建造(主要是道路和渠务工程等地下公用设施工程)及其他(主要为结构工程以及建造作服务用途的楼宇和支撑结构)。骏杰香港亦为地下建造服务提供程序设计、成本计算及管理服务。因此,骏杰香港定期与主要客户进行不同地下建造项目的前期投标工作。骏杰香港亦参与土方工程、桥梁工程及建造作服务用途的楼宇。",False,4.961757e+08,8.653846,5.956848,2.439756
2417,08189,天津泰达生物医学工程股份有限公司,中国,2000-09-08,原材料,260.0,"天津泰达生物医学工程股份有限公司(‘泰达生物’或‘本公司’,连同其附属公司合称‘本集团’)成立于2000年9月8日,于2002年6月18日在香港联交所创业板正式挂牌上市(股票代码:HK08189),本公司目前注册资本为人民币壹亿捌仟玖佰肆拾伍万元。本集团目前涉及两大业务领域:一方面是生物复合肥业务,主要包括用于促进各种粮食及果蔬等作物均衡生长的多系列生物复合肥料产品。另一方面是医疗健康产业,目前主要包括全面布局医养结合的养老服务及运营管理业务,聚焦于失能失智、半失能半失智的刚需人群,在全国范围内开展养老机构(服务设施)运营管理、养老服务资源整合、养老服务管理督导与咨询等相关养老服务业务;应用已收购完成的全球独家拥有的脑波定量检测分析技术,与国内外有关医疗机构及健康体检机构合作,协助其准确诊断各类神经/精神类疾病,以及量化分析儿童或成人的人格特质及优势天赋,为儿童后天的个性化培养及成人工作职位的适应性分析提供科学依据。",False,7.041870e+08,NaN,-21.632736,6.646606
2418,08191,鸿伟(亚洲)控股有限公司,中国香港特别行政区,2012-05-28,原材料,133.0,"鸿伟(亚洲)控股有限公司主要从事刨花板制造及销售业务。刨花板以小径木、枝丫材以及农业及林业剩余物等原材料制成,因此通常被认为是环保及节能再生人造板材。本公司的客户主要为来自珠江三角洲经济区、长江三角洲经济区及福建省的家居或办公室家俱制造商、体育设备制造商以及人造板加工商及贸易商。本公司旧生产线的刨花板年总产能约为140,000立方米。本公司的新生产线已於二零一三年九月完工并开始测试运作,并於二零一三年十二月开始全面生产,获准刨花板年产能达约220,000立方米。根据深圳中商报告,截至二零一三年六月三十日,於中国仅有11名刨花板制造商(包括本公司在内)已安装或正在安装德国迪芬巴赫公司的压机系统;而於中国、广东省及福建省,分别仅有14、4及2条年产能为200,000立方米或以上的刨花板生产线已安装或正在安装海外进口设备。本公司的主要收益推动力包括(i)产品竞争力以及刨花板广阔的产品系列,(ii)本公司的客户关系以及市场认可度,以及(iii)具备规模产能的先进生产线。本公司的新刨花板生产线安装有先进技术及机器,乃进口自全球领先的人造板机器及压机系统供应商德国迪芬巴赫公司,获准刨花板年产能约为220,000立方米。",False,1.142636e+07,NaN,-0.098210,0.053644
2419,08193,亚太金融投资有限公司,Cayman Islands 开曼群岛（英属）,2010-12-03,其他金融,21.0,"亚太金融投资有限公司(股份代号:08193.HK)为主要于香港及中国内地的上市公司及私人公司以及个人投资者提供综合专业服务,其服务可大致分为三个部分:(i)资产评估、(ii)资产顾问服务,以及(iii)企业服务及咨询,分别由汉华评值有限公司、汉华资产服务有限公司及汉华企业服务有限公司提供服务。公司提供的估值服务涉及广泛的资产类别,包括企业价值及无形资产、房地产及其他固定资产、金融工具及衍生工具,以及矿产及能源资产。公司的资产顾问服务包括为寻求投资机会的客户找寻及物色投资目标、对各种资产及潜在投资进行评估、就目标投资进行尽职调查及可行性研究。公司亦提供企业咨询,包括企业管治、公司秘书、企业会计及税务、雇员股票期权计划、人力资源咨询及后勤行政服务,透过了解客户的取向,就出售及物色潜在新投资者方面提供策略性意见。凭借跨领域的专业团队,亚太金融投资有限公司为客户提供综合的专业服务,亦在不同类别的资产提供顾问服务。亚太金融投资有限公司是香港上市公司商会之会员。",False,1.063287e+08,NaN,5.422167,2.091767
2420,08195,传承教育集团有限公司,Cayman Islands 开曼群岛（英属）,2014-06-05,支援服务,144.0,"传承教育集团有限公司(Legendary Education Group)自2014年于香港联交所挂牌上市以来,迅速成为亚洲领先的知识、技能及财富管理培训平台。集团的愿景是通过教育传递和延续知识财富,实现倍化知识与财富的使命。\r\n集团的核心价值包括专科专教、客户至上、目标为本、勇于创新、卓越优胜和诚信正直。公司致力于提供优质、多元化的课程内容和配套,帮助客户规划和构建人生旅程与事业,并通过一流的专业教学团队和领先的信息科技解决方案,提供最佳学习体验。",False,6.421306e+08,NaN,21.227457,1.401350
2421,08196,福田股份有限公司,Cayman Islands 开曼群岛（英属）,2015-03-25,公用事业,48.0,"福田股份有限公司(股票代码08196.HK)成立于2001年,总部设在广东广州,在西藏、越南设立了分支机构,并在全国各地设有多家服务机构。作为一家综合性环保集团公司,公司业务领域重点为污水处理、土壤修复、固废危废处理、废气治理等,服务范围覆盖工程咨询设计、研究开发、工程建设、设施运营、投融资运营等环保全产业链。建禹集团秉持“改善自己、改善环境、改善世界”的理念,针对不同客户的技术、运行和环境要求,迄今已为过百家等行业知名客户提供了专业服务。在未来几年里,建禹集团将进入危废业务市场,希望通过整合行业内外资源,在危废固废领域开拓更多业务,努力成为行业当中重要力量。",False,4.239590e+07,NaN,-9.371688,0.476145
2422,08198,加幂科技有限公司,Cayman Islands 开曼群岛（英属）,1998-11-26,软件服务,36.0,"加幂科技有限公司之主要业务是提供数据分析及存储服务(「大数据中心服务」)及于香港进行放债业务(「货币借贷业务」)。\r\n区块链技术研发服务:\r\n本集团自2021年起开始致力于研究区块链应用研发服务,自主研发具备高性能、强隐私保护的区块链技术交易平台,以及未来将打造应用开发平台及服务,帮助客户及合作伙伴快速轻松的使用各类业务场景下的区块链应用以及交易,助力实体经济发展。目前,公司正计划打造一款基于web3.0背景技术下的多功能社交应用平台。平台聚焦于服务web3.0群体以及公司,帮助使用者快速了解web3.0行业、区块链技术以及找到明确市场定位,并及时提供最新区块链应用服务以满足用户交易需求。区块链应用研发服务以客户反馈,行业知识、专业见解和行业经验作为标杆,深耕区块链应用行业,随时为您提供支持,帮助您发现并创造新的价值。\r\n大数据中心服务:\r\n本集团建立大数据中心,为客户提供场所、硬件支持、供电、配套监控以及管理等全方位服务,从监控数据处理器平均利用率及工作状态,到监控大数据中心内物理环境及互联网连接的整体安全性。公司向各客户提供有关其数据处理器运行结果的每月报告。倘若数据处理器接报出现任何异常情况,相关客户将立即收到通知,而本集团将按照要求提供后续检查及维护服务。为确保大数据中心的满负荷运行,本集团在资源分配或申请增加或减少公用事业供应方面与当地公用事业服务供货商保持定期沟通。此外,本集团专门为大数据中心开发了一款综合管理软件(「该软件」)。通过在大数据中心内安装定制硬件,该软件为大数据中心的云计算运营及维护管理、财务管理及资源分配提供集成解决方案。该软件使客户能够远程监控其数据处理器,并获取有关平均计算能力、中央处理器负载、利用率及运行时间的实时信息,并接收其数据处理器异常状况的通知。有效地解决了当今在大数据中心运维管理工作中普遍存在的如信息获取滞后、运维效率低下、现场工作无法量化及无法随时随地查看现场信息等痛点。\r\n放债业务:\r\n为善用公司的专长及资源以拓宽其收入来源,本公司间接全资附属公司富润有限公司已于二零二零年一月获批放债人牌照。",False,1.241383e+09,NaN,-28.887517,22.930404
2423,08200,修身堂控股有限公司,Cayman Islands 开曼群岛（英属）,2002-05-21,专业零售,195.0,"修身堂控股有限公司及其附属公司(‘本集团’)成立于2000年7月,修身堂控股有限公司及其附属公司(‘本集团’)成立于2000年7月,一直以来凭着一系列创新之保健美容疗程及产品,致力为客户提供最专业优质之美容及纤体服务,稳占大中华区美容及纤体服务商之翘楚地位。本集团于2003年11月在香港联合交易所有限公司创业板上市(股份代号:8200),成为首间于香港上市之美容及纤体公司。为了令业务更多元化,本集团于2005年在中国内地收购分销业务,于上海分销宝洁公司(P&G)个人护理产品,并于华东及华西地区分销SK-II及Olay等着名品牌之美容及护肤产品。2015年开展证券投资之新业务分部,以冀该业务将令本集团之收入来源多元化,并扩阔收益基础,令本集团更有效地运用资本。",False,5.282416e+07,NaN,49.414556,0.071857
2424,08201,宝联控股有限公司,Cayman Islands 开曼群岛（英属）,2012-05-31,支援服务,1262.0,"宝联控股有限公司成立超过30余年,于2013年在香港上市, 上市公司编号:8201,总部位于香港北角英皇道75-83号联合出版大厦24楼。宝联控股是多元化综合型产业控股集团,包括环境及清洁工程,园艺绿化事业,安保,物业管理及智能机器人;未来,集团将以“绿色城市”为目标,注入“互联网+”全新活力,积极推动城市服务产业转型升级。宝联控股目前在册职工总数超过2000人。公司总部在香港,并且分别在北京、上海、深圳等城市设立办公室,积极打造一个跨区域的智慧绿色城市服务企业。",False,5.238000e+07,NaN,-7.645599,0.278450
2425,08203,凯顺控股有限公司,Cayman Islands 开曼群岛（英属）,2002-07-29,煤炭,102.0,"凯顺控股有限公司为一间以「一带一路」为重点发展的企业。本集团於「丝绸之路经济带」和「21世纪海上丝绸之路」的战略地区中都拥有庞大的业务及丰富的经验。\n凯顺控股於2011年发现了位於中亚的塔吉克斯坦之发展潜力,并於同年进驻。本集团自此便与当地大型企业及政府要员建立了良好关系,同时亦一直与商业伙伴共同发掘中亚其他地区的可能性。\n纵使如此,凯顺控股於塔吉克斯坦和中亚的经历亦非总是一帆风顺。但经过多番努力,试图跨越种种文化差异以至经营上的难题之后,凯顺控股不觉间已摇身一变成为香港熟知中亚的极少数。凯顺控股作为本港极少数熟知中亚的企业,再加上本集团所建立的物流网络、供应链管理以及位处新疆和山东的机械生产作业,不可置疑的促使本公司成为了「一带一路」上的专家。\n本集团不管在商业或政府层面上的关系网都足以与大型企业媲美。本公司打算活用自身的经验及网络,进一步发展本集团於「一带一路」的业务。\n如今的凯顺控股正与不同中国内地的国企联手合作开拓具潜力的项目。本集团希望项目能为投资者带来价值,同时亦为矢志搭上「一带一路」这列快车的中小企作出牵头作用。",False,1.487710e+08,NaN,-9.609912,-2.336302
2426,08205,上海交大慧谷信息产业股份有限公司,中国,1998-05-04,软件服务,80.0,"上海交大慧谷信息产业股份有限公司成立于1998年5月,是上海市第一批按照现代企业制度组建的发起式股份有限公司,以上海交通大学雄厚的技术实力为依托,由交大产投、上海科技投资公司、新徐汇(集团)有限公司等多家单位共同投资组建。主要业务:公司集科研、生产、经营于一体,主要从事计算机网络与网络安全集成、应用软件开发、楼宇智能化系统集成。公司依托交大,在高校科技成果转化、高科技企业培育及孵化,高科技园区建设及服务等方面具备丰富的资源,目前公司业务覆盖政府、法院、公安、高校及企业等领域。",False,1.896000e+08,NaN,-26.802881,20.306015
2427,08206,神通机器人教育集团有限公司,Cayman Islands 开曼群岛（英属）,2002-05-23,支援服务,47.0,"神通机器人教育集团有限公司(‘神通机器人教育’,股份代号:8206)自2010年起担任神通卡的国内推广及管理服务商,并且一直寻求业务拓展机遇。于2016年5月16日,公司完成对全国机器人运动大赛的黑龙江省服务商的全资收购后,业务正式拓展至中国机器人教育之相关行业。公司主要业务发展重点于中国机器人教育领域。除此之外,公司业务亦包括机器人赛事及‘神通卡’推广及管理业务。于2016年9月9日,公司英文名称由‘China Communication Telecom Services Company Limited’更改为‘Shentong Robot Education Group Company Limited’,及采纳中文名称‘神通机器人教育集团有限公司’以取代旧有名称‘神通电信服务有限公司’。新名称将为公司建立更加适合之企业形象及身分,更有利于集团业务发展。现时,公司主要业务包括:中国机器人教育(包括机器人培训课程及赛事)神通卡推广及管理服务。",False,7.203649e+07,NaN,-20.855960,-1.130108
2428,08208,WMCH GLOBAL INVESTMENT LIMITED,Cayman Islands 开曼群岛（英属）,2018-07-06,建筑,165.0,"WMCH GLOBAL INVESTMENT LIMITED为一间提供土木及结构工程咨询服务的公司,主要於新加坡及越南提供此类服务。本集团提供以下服务:(i)土木及结构工程谘询服务,及(ii)总体规划、结构尽职审查及对现有楼宇进行目视检查等其他服务。本集团拥有一支由注册专业工程师、执业工程师及其他工程人员等专业人员组成的团队。公司的项目为住宅、工业、商业及政府相关项目。",False,1.008000e+08,NaN,23.451420,4.593711
2429,08210,衍汇亚洲有限公司,Cayman Islands 开曼群岛（英属）,2017-11-01,其他金融,29.0,"衍汇亚洲有限公司是一家主要于香港提供衍生工具经纪服务的投资控股公司,透过本公司全资附属公司De Riva为专业投资者提供衍生工具经纪服务,而DeRiva为证券及期货条例项下的持牌法团及香港期交所交易所参与者。De Riva获证监会发牌可於香港为专业投资者从事第1类(证券交易)及第2类(期货合约交易)受规管活动,但不得提供任何保证金融资服务。公司的客户均为专业投资者,包括投资银行、造市商及基金。",False,5.760000e+07,NaN,-5.667618,0.754559
2430,08211,浙江永安融通控股股份有限公司,中国,2002-04-16,纺织及服饰,120.0,"浙江永安融通控股股份有限公司(原浙江永隆实业股份有限公司)创办于1998年,于2002年11月在香港联交所挂牌上市(股票代码:HK8211),成为国内首家在香港上市的民营纺织企业。\n公司坐落于国际纺织品制造中心——浙江省绍兴市柯桥区。公司一直坚持走先进设备与先进技术相结合的道路,致力于新产品的研究开发,先后与英威达公司(原杜邦纤维)、华东大学(原中国纺织大学)等开展技术合作,成功开发了一系列高品质面料。产品畅销全国各地及欧洲、美国、东南亚、港台等国家和地区。\n公司运用现代管理科学,实行计算机网络管理,充分利用OA系统和ERP系统,快速、有效传递企业内部的信息和指令;并通过英特网向全球发布公司信息,全方位向世界展示永隆!\n公司进一步发扬“真诚、奉献、创造、升华”的企业精神,按照“依靠科技、开发产品;以质取胜、拓展贸易;加强管理、提高效益”的企业方针,坚持“挑战卓越、追求完美”的经营理念,努力实现“跻身世界一流纺织企业行列”的经营目标。\n2010年12月,浙江永利实业集团有限公司成功重组永隆实业。目前,公司由浙江永利实业集团有限公司控股,进一步构建了在织染技术、能动保障、销售网络方面的系统竞争优势。",False,4.998450e+07,NaN,1.344321,0.236453
2431,08213,荣晖控股有限公司,Cayman Islands 开曼群岛（英属）,2001-11-13,旅游及消闲设施,29.0,"荣晖控股有限公司是一家主要提供餐饮服务的香港投资控股公司。该公司专注於四大餐饮概念,包括餐厅、咖啡厅及蛋糕店品牌、日式咖喱专营店以及日式居酒屋及日式炸猪排。其旗下营运餐饮店包括Italian Tomato、银座梅林、白熊咖喱及炎丸居酒屋。该公司业务覆盖中国、香港及海外。",False,1.276632e+08,NaN,-6.001187,-0.904925
2432,08217,菊福堂生物控股有限公司,Cayman Islands 开曼群岛（英属）,2015-10-16,建筑,22.0,"菊福堂生物控股有限公司于二零一五年于开曼群岛注册成立的获豁免有限公司。公司透过营运 附属公司, 即联兴创建工程有限公司、合峰建筑工程有限公司经营业务。",False,1.101789e+08,NaN,5.444160,2.264400
2433,08218,毅高(国际)控股集团有限公司,Cayman Islands 开曼群岛（英属）,2010-12-21,工业工程,103.0,"毅高(国际)控股集团有限公司(股票编号:08218)于2013年10月11日正式于香港交易所创业板上市。本集团计划于其经常性业务之上发展向国际客户提供EMS之业务,同时以进一步拓展已确立市场为目标,尤其是开拓中国之EMS消费电子产品市场。\r\n本集团于一九八九年开始经营其业务,于香港从事提供EMS。本集团为于香港成立之EMS供应商,其主要业务为提供综合制造服务,包括向其品牌客户提供设计验证、采购、制造、组装、测试及查验、包装及售后服务。本集团之产品主要包括应用于美容相关产品、捕鱼相关产品、保安相关产品及其他电子相关产品之印刷线路板组件,即脱毛机、启动装置、控制板及其他杂项电子产品。此外,本集团亦提供一站式电子制成品制造及组装服务,而该等制成品包括警钟、蜂鸣器、火警钟、按摩毛孔收细器、捕鱼指示器及通讯器。",False,6.664231e+07,NaN,-8.202131,1.439203
2434,08219,恒伟集团控股有限公司,Cayman Islands 开曼群岛（英属）,2017-06-12,纺织及服饰,105.0,"恒伟集团控股有限公司是成立于1986年的手表制造商,总部位于香港,而生产设施位于中国。公司的主要业务为按ODM基准设计开发、制造及分销手表产品。\r\n公司向客户提供各种手表产品,包括女士及男士、金属及非金属表带、机械及石英机芯手表。公司的客户遍布\r\n全球,特别是香港、巴西、阿拉伯联合酋长国、土耳其及欧盟。\r\n公司认为,以下竞争优势一直是公司取得成功的关键因素,亦将有助公司保持市场地位,并在未来把握全球钟表市场的预期增长。\r\n为客户不断带来全新产品设计\r\n市场多元化\r\n经验丰富的高素质管理团队\r\n与主要客户及供应商的既有业务关系\r\n严格的质量控制体系\r\n量身定制的MIS。",False,3.093750e+07,NaN,-3.363137,3.620115
2435,08220,比高集团控股有限公司,Cayman Islands 开曼群岛（英属）,2002-08-07,媒体及娱乐,98.0,比高集团控股有限公司本集团主要从事电影制作、特许权及衍生作品权、跨界市场推广及提供互动内容(「电影娱乐、新媒体开发及特许权业务」)以及影院投资及管理(「影院业务」)。,False,3.207415e+08,NaN,-14.684622,-7.937182
2436,08221,高裕金融集团有限公司,Cayman Islands 开曼群岛（英属）,2015-08-03,其他金融,19.0,"高裕金融集团有限公司自1988年起成立证券经纪业务,并于2004年开始提供资产管理服务,凭借长远悠久之历史及积极进取之业务发展策略,本集团成功打造为香港领先的金融专家,全力推动为高资产净值客户而设的‘私人家族办公室’服务,提供尊贵、专业及优越的全方位金融服务。",False,5.236000e+07,NaN,-6.585335,0.374760
2437,08222,壹照明集团控股有限公司,Cayman Islands 开曼群岛（英属）,2013-11-29,家庭电器及用品,39.0,"壹照明集团控股有限公司成功于2014年9月29日于联交所创业板上市,股份代号为8222。壹照明自2003年成立以来,主要从事代理及销售来自世界各地的优质品牌灯饰及设计师家具。在过去的十多年,壹照明于全港各黄金地段,包括湾仔、旺角、沙田、荃湾及九龙湾开设富有特色的灯具店。作为全港最具规模的灯饰零售连锁集团,壹照明积极扩充零售网络,令分店遍布全港。壹照明除了以ELIGHTING作为主要经营的零售店品牌外,亦积极发展店铺品牌多元化的经营模式。开设ELEMENT LIGHTING DESIGN、METROPOLIS、EUROLUXE、SMARTLIVING、PANALIVING等主题特色店,提供不同产地及风格的灯饰,以迎合多样客户群的需要。产品系列包括天花吊灯、睡房顶灯、走廊壁灯、书房台灯等等,各类装饰灯具一应俱全。壹照明作为全港其中一间实力雄厚的代理商,引入了欧美知名品牌如Artemide、Kartell、TomDixon等时尚潮流产品,为整个消费市场投入了更多动力的同时,亦给用家更多的选择,令壹照明成为爱好潮流人士的朝圣之地。壹照明已成功成为超过30多家国际知名品牌灯饰及设计师家具的指定或授权分销商,除了欧洲知名品牌Artemide、TomDixon及Kartell外,壹照明与日本的Panasonic及德国的Megaman、英国的Sylvania等一直保持良好的合作关系,提供的产品不局限于家居灯饰,也有优质的家具和时尚生活配件。当中大部份的产品都由着名设计师一手打造,富有独特创新意念,大大提高用家的生活体验及享受。现时环保及高成本效益的LED光源越趋普及,成为未来灯饰业的增长动力。壹照明将业务重点转移到新兴的LED技术。自2009年起,壹照明率先引进多国的LED灯饰产品,并开设了LED灯饰专门店,务求尽快掌握蓬勃的LED市场商机。壹照明更将销售重点放在Panasonic LED产品上,计划于数年间推出数百款新式智能LED产品。壹照明将致力成为全港最大的品牌灯饰及设计家具零售连锁集团。",False,1.623729e+07,NaN,-3.404757,2.260516
2438,08223,紫元元控股集团有限公司,Cayman Islands 开曼群岛（英属）,2016-10-28,其他医疗保健,44.0,"紫元元控股集团有限公司,香港联合交易所上市企业(股票代码:08223.HK),总部坐落于中国深圳,分别在北京、杭州、武汉、河南、成都、广州、香港等地设有办事处。\r\n为医疗机构、患者、医疗企业提供全方位的服务,并且在口腔、医美、月子中心等消费医疗领域建立了自己的品牌影响力,已经形成了集医疗服务、医疗器械研发生产销售、医药智慧供应链、SPD服务等医疗健康全产业链的布局,通过数字化智慧化科技能力发挥产业链整体的协同作用,并荣获了高新技术企业认定。已成为科技驱动型的全链路医疗产业综合服务商。",False,2.967000e+08,NaN,-5.259388,0.866036
